,symbol_string,parameters,field_shape,cost,status,tileset,comoving,tile_shape
60,001_021,"(66.44068108303784, 31.049529619455548, 0)","(32, 32)",2.768177670326387e-10,-1,extra_space_padded,False,"(2, 3)"
61,001_022,"(58.93240646389323, 35.17487194586901, 0)","(32, 32)",0.04915390840853462,0,extra_space_padded,False,"(2, 3)"
62,001_101,"(36.39406253633207, 29.153661294257933, 0)","(32, 32)",1.5557715389553275e-13,-1,extra_space_padded,False,"(2, 3)"
63,001_102,"(66.51095301360044, 31.050203100677745, 0)","(32, 32)",3.584058023439021e-07,-1,extra_space_padded,False,"(2, 3)"
64,001_110,"(25.060082358595764, 29.00280185119828, 0)","(32, 32)",2.805835382825012e-10,-1,extra_space_padded,False,"(2, 3)"
65,001_111,"(45.15602228307859, 32.87532894802608, 0)","(32, 32)",0.036387601746469066,0,extra_space_padded,False,"(2, 3)"
66,001_112,"(54.19405365915234, 37.315268291749206, 0)","(32, 32)",0.029269637666732982,0,extra_space_padded,False,"(2, 3)"
67,001_120,"(30.00333616701591, 31.682287657607354, 0)","(32, 32)",0.13706195262578943,0,extra_space_padded,False,"(2, 3)"
68,001_121,"(28.40684169441435, 34.97756420491073, 0)","(32, 32)",0.06734711070138909,0,extra_space_padded,False,"(2, 3)"
69,001_122,"(47.78882609305141, 38.3838332349146, 0)","(32, 32)",0.0802188008963487,0,extra_space_padded,False,"(2, 3)"
70,001_200,"(48.94117153742291, 29.571893062982628, 0)","(32, 32)",3.439129534476209e-12,-1,extra_space_padded,False,"(2, 3)"
71,001_201,"(42.77059221358576, 31.801355488965765, 0)","(32, 32)",0.09851722330771928,0,extra_space_padded,False,"(2, 3)"
72,001_202,"(37.238564057615115, 34.102689663398124, 0)","(32, 32)",0.04236307092710091,0,extra_space_padded,False,"(2, 3)"
73,001_210,"(61.234543329645476, 31.248305946649023, 0)","(32, 32)",3.7606505996736635e-08,-1,extra_space_padded,False,"(2, 3)"
74,001_211,"(34.94304609345643, 37.26468919566427, 0)","(32, 32)",0.05332672191651533,0,extra_space_padded,False,"(2, 3)"
75,001_212,"(48.68129593215609, 38.09300878613768, 0)","(32, 32)",0.13464522666081047,0,extra_space_padded,False,"(2, 3)"
76,001_220,"(46.76360738097191, 35.22521937202413, 0)","(32, 32)",0.06403358428651577,0,extra_space_padded,False,"(2, 3)"
